,train,val,test
62,2468321-B2,2483993-B2,2486104-B2
63,2468417-B2,2484727-B2,2486165-B2
64,2468419-B2,2484771-B3,2486262-B4
65,2468419-B3,2484791-B3,2486653-B3
66,2468442-B2,2485275-B2,2486859-B2
67,2468450-B2,2485969-B2,2487935-B2
68,2468698-B2,2486687-B3,2488044-B3
69,2468720-B2,2486833-B2,2488065-B3
70,2468954-B2,2487140-B2,2488344-B2
71,2469019-B2,2487146-B2,2488369-B2
72,2469023-B4,2487237-B2,2488475-B2
73,2469024-B,2487274-B2,2489131-B3
74,2469072-B2,2487376-B2,2489182-B2
75,2469110-B3,2487558-B2,25012628B2
76,2469260-B3,2488039-B2,25012919B9
77,2469505-B2,2488050-B3,25013023B2
78,2469515-B2,2488330-B2,25013189B3
79,2469661-B,2488769-B2,25013878B2
80,2469916-B2,2489137-B4,25015408B3
81,2469965-B2,2489203-B,25015488B2
82,2469969-B2,25012253B3,25015495B3
83,2470260-B,25012785B2,25015625B2
84,2470405-B2,25013871B6,25016772B2
85,2470647-B2,25014124B2,25017227B2
86,2471072-B2,25014217B3,25017320B2
87,2471887-B,25014268B,25017341B4
88,2472465-B2,25014311B2,25017383B2
89,2472471-B2,25014318B,25018050B2
90,2472481-B2,25014684B,25018453B2
91,2472500-B2,25015070B2,25018457B2
92,2472505-B,25015087B2,25018571B2
93,2472509-B4,25015204B2,25018910B2
94,2472509-B6,25015422B,25019284B2
95,2473218-B2,25015607B2,25019352B2
96,2473228-B2,25015622B2,25019508B4
97,2473272-B3,25015811B3,25019776B2
98,2473394-B2,25015820B,25020282B2
99,2473545-B2,25015870B3,25021164B2
100,2473545-B3,25017211B2,25021419B1
101,2473623-B2,25017355B1,25021474B
102,2474124-B2,25017711B,25021481B2
103,2474188-B2,25017948B3,25021538B2
104,2474500-B2,25019384B2,25021554B2
105,2474612-B2,25021171B2,25021667B2
106,2474626-B2,25021260B2,25021668B2
107,2474631-B3,25021622B4,25022330B2
108,2474704-B2,25021640B3,25023016B6
109,2474718-B4,25022278B2,25024431B
110,2474721-B,25023687B2,25024709B2
111,2474901-B,25023690B3,25024732B2
112,2475159-B,25023930B2,25024855B3
113,2475184-B2,25023936B2,25025083B2
114,2476242-B2,25023977B2,25025251B
115,2476250-B2,25024310B3,25025297B
116,2476295-B3,25024688B2,25025602B2
117,2476358-B2,25024983B2,25025675B2
118,2476376-B2,25025506B,25026740B2
119,2476681-B2,25025510B3,25017073B2
120,2476750-B,25027135B3,2490820B2
121,2476834-B3,25027290B2,25001965B2
122,2476856-B2,2490860B2,25002898B2
123,2476983-B,2490964B2,25009148B4
124,2476984-B2,2490978B2,25009297B
125,2477058-B2,25001929B3,25009539B3
126,2477118-B3,25009756B2,25009747B
127,2477118-B4,25015064B,2476693-B3
128,2477274-B3,2482883-B2,2477926-B4
129,2477285-B2,2483850-B2,2482111-B2
130,2477299-B2,2485632-B,2485276-B3
131,2477473-B2,2487053-B2,2487063-B2
132,2477476-B2,25013629B6,2487518-B
133,2477577-B3,25015052B3,25012737B4
134,2477670-B2,25015191B3,25015191B2
135,2477695-B2,25016027B,25015640B3
136,2477814-B5,25016031B2,25015867B2
137,2477941-B2,25017355B4,25017500B
138,2481696-B4,25017923B,25017730B2
139,2481723-B2,25019273B,25017930B
140,2481750-B2,25020556B4,25018478B2
141,2482056-B9,25021277B4,25019335B6
142,2482461-B2,25022013B,25019675B2
143,2482483-B2,25023687B4,25019705B2
144,2482947-B2,25023961B2,25020353B2
145,2482952-B2,25023972B3,25020799B5
146,2482956-B,25024855B4,25021277B3
147,2482962-B2,25025076B,25021487B
148,2482992-B,25025087B,25021735B5
149,2483014-B4,25025954B3,25022584B3
150,2483055-B2,25026144B2,25022613B2
151,2483215-B5,25026499B3,25023687B3
152,2483220-B1,25026782B3,25023846B4
153,2483363-B3,25027131B2,25023935B2
154,2483862-B2,25027181B3,25024254B2
155,2483868-B4,25027723B4,25025293B2
156,2483973-B1,25028014B7,25025569B
157,2484004-B2,25028514B,25025975B2
158,2484209-B2,25028738B2,25026285B2
159,2484220-B3,25029425B2,25027193B
160,2484228-B,25029425B,25027636B2
161,2484301-B2,25029737B2,25028010B2
162,2484312-B2,25030334B2,25028186B2
163,2484463-B2,25030750B2,25028868B2
164,2484633-B2,25030988B4,25029425B3
165,2484734-B4,25030998B2,25030630B
166,2484734-B5,25031267B2,25031302B
167,2484743-B4,25031411B3,25031385B4
168,2484883-B2,25031706B,25031387B2
169,2485059-B2,25032179B3,25032245B2
170,2485303-B2,25032789B2,25032360B2
171,2485318-B2,25033447B4,25033894B2
172,2485322-B2,25034327B2,25034940B9
173,2485328-B2,25034940B11,25035882B4
174,2485517-B2,25034940B12,25036340B1
175,2485635-B2,25035354B3,25041732B
176,2485803-B2,25044694B,25045676B4
177,2485805-B,25045625B3,25045807B4
178,2486104-B1,25045625B1,25047088B
179,2486191-B,25045801B2,25048669B2
180,2486197-B2,25045829B2,25050326B
181,2486653-B2,25046631B2,25050345B2
182,2486812-B2,25047538B2,25050830B2
183,2486813-B2,25049999B2,25052288B
184,2486845-B2,25050888B2,25052316B
185,2487143-B,25051008B4,25054130B2
186,2487246-B2,25054693B2,25055380B2
187,2487388-B2,25055778B2,25057858B2
188,2487651-B,25055784B2,25058118B3
189,2487656-B4,25057854B3,25058627B2
190,2487664-B2,25057865B1,25059470B2
191,2487896-B2,25059686B2,25063228B5
192,2487941-B2,25062891B4,25063642B2
193,2488044-B2,25063642B,
194,2488320-B3,,
195,2488477-B2,,
196,2488767-B,,
197,2488806-B2,,
198,2488916-B2,,
199,2488932-B4,,
200,2489331-B2,,
201,25012148B4,,
202,25012153B2,,
203,25012170B4,,
204,25012170B5,,
205,25012175B4,,
206,25012485B2,,
207,25012760B2,,
208,25012915B2,,
209,25012919B8,,
210,25013062B3,,
211,25013162B2,,
212,25013189B2,,
213,25013352B2,,
214,25013465B2,,
215,25014160B2,,
216,25014217B2,,
217,25014226B2,,
218,25014265B2,,
219,25015101B2,,
220,25015103B2,,
221,25015190B2,,
222,25015234B2,,
223,25015425B2,,
224,25015495B4,,
225,25015811B4,,
226,25015863B2,,
227,25016077B2,,
228,25016088B2,,
229,25016785B2,,
230,25016801B2,,
231,25016829B2,,
232,25016903B4,,
233,25016905B4,,
234,25016915B2,,
235,25016926B2,,
236,25017089B2,,
237,25017218B3,,
238,25017220B2,,
239,25017242B2,,
240,25017322B2,,
241,25017338B3,,
242,25017354B5,,
243,25017372B2,,
244,25017515B2,,
245,25017518B2,,
246,25017538B4,,
247,25017539B2,,
248,25017539B3,,
249,25017589B6,,
250,25017716B2,,
251,25017718B2,,
252,25017738B2,,
253,25017748B2,,
254,25017767B2,,
255,25017932B2,,
256,25018002B2,,
257,25019081B3,,
258,25019102B4,,
259,25019107B,,
260,25019283B2,,
261,25019376B2,,
262,25019379B,,
263,25019457B2,,
264,25019468B2,,
265,25019621B2,,
266,25019621B4,,
267,25019716B2,,
268,25019773B3,,
269,25019790B2,,
270,25019806B2,,
271,25020257B2,,
272,25020263B2,,
273,25020291B2,,
274,25020573B3,,
275,25020714B2,,
276,25020717B2,,
277,25020760B3,,
278,25021120B4,,
279,25021197B2,,
280,25021291B2,,
281,25021575B4,,
282,25021658B3,,
283,25021662B2,,
284,25021893B2,,
285,25021894B2,,
286,25021894B3,,
287,25021901B2,,
288,25021911B2,,
289,25021918B4,,
290,25021973B2,,
291,25022019B2,,
292,25022038B2,,
293,25022262B2,,
294,25022343B3,,
295,25022354B2,,
296,25022406B2,,
297,25023184B2,,
298,25023573B,,
299,25023590B3,,
300,25023590B4,,
301,25023814B,,
302,25023869B3,,
303,25023869B4,,
304,25023934B2,,
305,25024142B2,,
306,25024243B2,,
307,25024302B4,,
308,25024698B4,,
309,25024878B3,,
310,25024982B2,,
311,25025096B2,,
312,25025102B2,,
313,25025109B2,,
314,25025240B,,
315,25025245B2,,
316,25025262B2,,
317,25025298B2,,
318,25025509B2,,
319,25025510B1,,
320,25025567B3,,
321,25025570B2,,
322,25025575B2,,
323,25025788B2,,
324,25025953B2,,
325,25025960B2,,
326,25026075B2,,
327,25026081B2,,
328,25026103B3,,
329,25026163B,,
330,25026180B2,,
331,25026254B2,,
332,25026291B2,,
333,25026669B2,,
334,25026798B2,,
335,25027122B2,,
336,25027167B2,,
337,25012148B3,,
338,25018584B,,
339,25018592B,,
340,2490526B3,,
341,2490547B2,,
342,2490750B4,,
343,2490820B3,,
344,2490837B2,,
345,2490844B1,,
346,2490963B2,,
347,2490972B8,,
348,2491131B2,,
349,2491191B2,,
350,2491191B3,,
351,2491226B2,,
352,2491275B2,,
353,2491560B2,,
354,25001939B2,,
355,25001966B2,,
356,25002073B3,,
357,25002238B,,
358,25002328B2,,
359,25002329B2,,
360,25002366B6,,
361,25002388B2,,
362,25002391B2,,
363,25002472B2,,
364,25002496B2,,
365,25002504B2,,
366,25002663B5,,
367,25002744B2,,
368,25002788B2,,
369,25002789B2,,
370,25002801B1,,
371,25002804B2,,
372,25002897B2,,
373,25002906B2,,
374,25002907B3,,
375,25003038B2,,
376,25009124B2,,
377,25009148B3,,
378,25009294B2,,
379,25009367B2,,
380,25009529B2,,
381,25009578B4,,
382,2460615-B4,,
383,2460943-B3,,
384,2462468-B2,,
385,2462609-B2,,
386,2462939-B,,
387,2463367-B2,,
388,2476286-B2,,
389,2476299-B2,,
390,2483073-B3,,
391,2484660-B2,,
392,2484791-B2,,
393,2484862-B3,,
394,2485164-B2,,
395,2485473-B2,,
396,2485536-B2,,
397,2486102-B2,,
398,2487043-B,,
399,2487567-B2,,
400,2488040-B,,
401,2488302-B2,,
402,2488335-B,,
403,2488960-B2,,
404,2488987-B2,,
405,25013062B2,,
406,25013189B4,,
407,25013977B2,,
408,25014298B2,,
409,25014627B3,,
410,25015215B2,,
411,25015421B3,,
412,25015471B,,
413,25015496B,,
414,25015594B2,,
415,25015608B2,,
416,25015640B5,,
417,25015784B2,,
418,25015798B2,,
419,25016827B2,,
420,25017341B3,,
421,25017342B2,,
422,25017499B,,
423,25017592B3,,
424,25017739B2,,
425,25018956B3,,
426,25019094B8,,
427,25019294B1,,
428,25019294B2,,
429,25019339B2,,
430,25019339B3,,
431,25019474B2,,
432,25019503B,,
433,25019629B2,,
434,25020232B,,
435,25020714B4,,
436,25020799B3,,
437,25021196B2,,
438,25021421B2,,
439,25021555B2,,
440,25021558B2,,
441,25021665B2,,
442,25021665B3,,
443,25021672B,,
444,25021890B4,,
445,25021890B6,,
446,25021922B2,,
447,25022344B2,,
448,25022458B2,,
449,25022584B2,,
450,25023174B2,,
451,25023327B3,,
452,25023828B,,
453,25024433B2,,
454,25024695B2,,
455,25024765B2,,
456,25024875B2,,
457,25024982B1,,
458,25025097B,,
459,25025291B,,
460,25025567B4,,
461,25025616B,,
462,25025951B,,
463,25026103B2,,
464,25026144B3,,
465,25026294B3,,
466,25026509B,,
467,25026752B,,
468,25026797B2,,
469,25027181B2,,
470,25027181B4,,
471,25027181B5,,
472,25027181B6,,
473,2490980B,,
474,2491552B,,
475,2491579B,,
476,25002379B2,,
477,25002510B2,,
478,25009557B,,
479,25027606B3,,
480,25027718B2,,
481,25027770B,,
482,25028010B2a,,
483,25028010B3,,
484,25028014B4,,
485,25028014B5,,
486,25028014B6,,
487,25028134B,,
488,25028147B3,,
489,25028151B2,,
490,25028151B3,,
491,25028210B2,,
492,25028520B3,,
493,25028862B2,,
494,25028879B3,,
495,25028885B2,,
496,25029134B,,
497,25029179B,,
498,25029560B2,,
499,25029565B5,,
500,25029906B2,,
501,25030118B2,,
502,25030157B3,,
503,25030157B4,,
504,25030619B2,,
505,25031271B2,,
506,25031281B2,,
507,25031706B2,,
508,25032143B2,,
509,25032143B3,,
510,25032146B2,,
511,25032626B2,,
512,25032788B4,,
513,25033169B1,,
514,25033178B4,,
515,25033211B,,
516,25033482B2,,
517,25033486B,,
518,25034245B2,,
519,25034929B2,,
520,25034940B8,,
521,25034940B10,,
522,25035354B,,
523,25035354B2,,
524,25035882B3,,
525,25036226B4,,
526,25036333B3,,
527,25036341B,,
528,25036634B2,,
529,25041763B,,
530,25042220B2,,
531,25042465B3,,
532,25042830B2,,
533,25043126B2,,
534,25043600B3,,
535,25045403B,,
536,25045403B-1,,
537,25045403B2,,
538,25045450B2,,
539,25045450B5,,
540,25045625B2,,
541,25045801B1,,
542,25045839B,,
543,25046521B3,,
544,25046855B,,
545,25047066B,,
546,25047067B2,,
547,25047077B2,,
548,25047401B2,,
549,25047815B,,
550,25047835B3,,
551,25047844B2,,
552,25047972B2,,
553,25048256B2,,
554,25048633B2,,
555,25049669B3,,
556,25049966B2,,
557,25050415B2,,
558,25050862B2,,
559,25050888B3,,
560,25050984B2,,
561,25051207B5,,
562,25052654B2,,
563,25053425B2,,
564,25053683B2,,
565,25054130B1,,
566,25054212B,,
567,25054489B3,,
568,25055681B2,,
569,25055857B2,,
570,25057856B2,,
571,25058118B4,,
572,25058713B2,,
573,25058746B4,,
574,25060539B2,,
575,25061727B2,,
576,25062444B,,
577,25063371B2,,
578,25063676B,,
579,25063676B2,,
580,25063700B,,
