,train,val,test
76,2469569-B2,25014226B2,25017738B2
77,2469661-B,25015103B2,25017748B2
78,2469693-B,25015234B2,25017767B2
79,2469849-B2,25015495B4,25018002B2
80,2469916-B2,25015863B2,25019081B3
81,2469927-B2,25016801B2,25019283B2
82,2469963-B2,25016829B2,25019457B2
83,2469965-B2,25017089B2,25019621B2
84,2470270-B2,25017242B2,25019716B2
85,2470405-B2,25017354B5,25020257B2
86,2470657-B3,25017518B2,25020573B3
87,2471237-B2,25017538B4,25020714B2
88,2471442-B3,25017932B2,25021120B4
89,2471452-B2,25019107B,25021291B2
90,2471595-B3,25019379B,25021662B2
91,2471618-B3,25019621B4,25021894B3
92,2471884-B2,25019790B2,25021918B4
93,2471885-B2,25020263B2,25022019B2
94,2471887-B,25021197B2,25022262B2
95,2471921-B2,25021575B4,25022406B2
96,2471957-B,25021658B3,25023184B2
97,2471959-B2,25021901B2,25023934B2
98,2471963-B,25021911B2,25025240B
99,2472316-B7,25021973B2,25025510B1
100,2472453-B2,25022038B2,25025575B2
101,2472500-B2,25022354B2,25025960B2
102,2472505-B,25023573B,25026103B3
103,2472509-B6,25023590B3,25026180B2
104,2473212-B4,25023590B4,25026798B2
105,2473218-B3,25023814B,25027122B2
106,2473266-B,25023869B4,25027167B2
107,2473366-B2,25024243B2,25012148B3
108,2473534-B2,25024302B4,2490547B2
109,2473549-B,25025109B2,2490750B4
110,2473600-B3,25025245B2,2490820B3
111,2473608-B2,25025262B2,2490963B2
112,2473621-B3,25025298B2,2490972B8
113,2473738-B3,25026081B2,2491560B2
114,2474140-B3,25026163B,25002073B3
115,2474150-B3,25026254B2,25002238B
116,2474189-B7,2490526B3,25002328B2
117,2474291-B2,2490837B2,25002472B2
118,2474337-B3,2491131B2,25002504B2
119,2474500-B2,2491191B3,25002663B5
120,2474612-B2,2491226B2,25002788B2
121,2474631-B3,2491275B2,25002789B2
122,2474638-B3,25001939B2,25002897B2
123,2474721-B,25002329B2,25002906B2
124,2474739-B2,25002391B2,25002907B3
125,2474901-B,25002804B2,25003038B2
126,2475011-B2,25009148B3,25009124B2
127,2475022-B,2462609-B2,25009578B4
128,2475126-B2,2476286-B2,2463367-B2
129,2475184-B2,2484862-B3,2476299-B2
130,2475349-B2,2485473-B2,2483073-B3
131,2476252-B2,2487567-B2,2484660-B2
132,2476391-B2,2488302-B2,2485164-B2
133,2476750-B,2488335-B,2485536-B2
134,2476984-B2,25013062B2,2488040-B
135,2477039-B,25015608B2,25013189B4
136,2477053-B3,25015640B5,25014298B2
137,2477058-B2,25017739B2,25015215B2
138,2477118-B3,25019094B8,25015471B
139,2477118-B4,25019294B2,25015496B
140,2477189-B2,25020232B,25015594B2
141,2477189-B3,25020799B3,25015784B2
142,2477476-B2,25021196B2,25015798B2
143,2477541-B2,25021558B2,25017592B3
144,2477668-B3,25021890B6,25019294B1
145,2477695-B2,25022458B2,25019474B2
146,2477809-B3,25022584B2,25019503B
147,2477814-B5,25023327B3,25019629B2
148,2477949-B2,25023828B,25021421B2
149,2477977-B3,25024695B2,25021555B2
150,2478091-B4,25025291B,25021665B3
151,2481696-B4,25025567B4,25021890B4
152,2481703-B2,25026294B3,25022344B2
153,2481750-B2,2490980B,25024433B2
154,2482055-B2,25002379B2,25024765B2
155,2482056-B4,25027718B2,25024875B2
156,2482056-B9,25028010B2a,25025616B
157,2482607-B,25028010B3,25025951B
158,2482886-B2,25028014B4,25026103B2
159,2482896-B2,25028147B3,25026144B3
160,2482947-B2,25028151B2,25026509B
161,2482956-B,25028862B2,25026752B
162,2482957-B2,25028879B3,25026797B2
163,2482964-B2,25028885B2,25027181B5
164,2482969-B,25029179B,25002510B2
165,2482992-B,25030118B2,25027606B3
166,2483211-B2,25032143B2,25028014B5
167,2483215-B6,25032143B3,25029560B2
168,2483363-B3,25032626B2,25029906B2
169,2483768-B4,25033178B4,25031271B2
170,2483846-B,25034940B10,25032146B2
171,2483862-B2,25035354B,25033211B
172,2483961-B3,25035882B3,25033482B2
173,2483993-B2,25036226B4,25034245B2
174,2484209-B2,25036341B,25034940B8
175,2484220-B3,25042220B2,25035354B2
176,2484228-B,25042465B3,25036333B3
177,2484301-B2,25042830B2,25041763B
178,2484463-B2,25045403B,25043126B2
179,2484727-B2,25045625B2,25045403B-1
180,2484771-B3,25045801B1,25045450B5
181,2484791-B3,25046855B,25045839B
182,2484883-B2,25047815B,25047066B
183,2485059-B2,25047844B2,25047077B2
184,2485259-B6,25049669B3,25047401B2
185,2485275-B2,25050415B2,25047972B2
186,2485635-B2,25052654B2,25048633B2
187,2485803-B2,25053683B2,25049966B2
188,2485969-B2,25054212B,25050888B3
189,2486100-B,25054489B3,25053425B2
190,2486104-B2,25055681B2,25057856B2
191,2486165-B2,25058118B4,25061727B2
192,2486197-B2,25058746B4,25063676B
193,2486262-B4,25062444B,25063676B2
194,2486653-B3,,
195,2486687-B3,,
196,2486833-B2,,
197,2486859-B2,,
198,2487140-B2,,
199,2487143-B,,
200,2487146-B2,,
201,2487237-B2,,
202,2487274-B2,,
203,2487376-B2,,
204,2487558-B2,,
205,2487651-B,,
206,2487664-B2,,
207,2487896-B2,,
208,2487935-B2,,
209,2487941-B2,,
210,2488039-B2,,
211,2488044-B2,,
212,2488044-B3,,
213,2488050-B3,,
214,2488065-B3,,
215,2488330-B2,,
216,2488344-B2,,
217,2488369-B2,,
218,2488475-B2,,
219,2488477-B2,,
220,2488769-B2,,
221,2488806-B2,,
222,2488916-B2,,
223,2489131-B3,,
224,2489137-B4,,
225,2489182-B2,,
226,2489203-B,,
227,25012148B4,,
228,25012170B4,,
229,25012170B5,,
230,25012253B3,,
231,25012628B2,,
232,25012785B2,,
233,25012919B8,,
234,25012919B9,,
235,25013023B2,,
236,25013189B3,,
237,25013871B6,,
238,25013878B2,,
239,25014124B2,,
240,25014160B2,,
241,25014217B3,,
242,25014268B,,
243,25014311B2,,
244,25014318B,,
245,25014684B,,
246,25015070B2,,
247,25015087B2,,
248,25015204B2,,
249,25015408B3,,
250,25015422B,,
251,25015488B2,,
252,25015495B3,,
253,25015607B2,,
254,25015622B2,,
255,25015625B2,,
256,25015811B3,,
257,25015811B4,,
258,25015820B,,
259,25015870B3,,
260,25016077B2,,
261,25016088B2,,
262,25016772B2,,
263,25016785B2,,
264,25016903B4,,
265,25016905B4,,
266,25016926B2,,
267,25017211B2,,
268,25017218B3,,
269,25017220B2,,
270,25017227B2,,
271,25017320B2,,
272,25017341B4,,
273,25017355B1,,
274,25017383B2,,
275,25017515B2,,
276,25017539B3,,
277,25017711B,,
278,25017716B2,,
279,25017718B2,,
280,25017948B3,,
281,25018050B2,,
282,25018453B2,,
283,25018457B2,,
284,25018571B2,,
285,25018910B2,,
286,25019102B4,,
287,25019284B2,,
288,25019352B2,,
289,25019376B2,,
290,25019384B2,,
291,25019468B2,,
292,25019508B4,,
293,25019773B3,,
294,25019776B2,,
295,25019806B2,,
296,25020282B2,,
297,25020291B2,,
298,25020717B2,,
299,25020760B3,,
300,25021164B2,,
301,25021171B2,,
302,25021260B2,,
303,25021419B1,,
304,25021474B,,
305,25021481B2,,
306,25021538B2,,
307,25021554B2,,
308,25021622B4,,
309,25021640B3,,
310,25021667B2,,
311,25021668B2,,
312,25021893B2,,
313,25021894B2,,
314,25022278B2,,
315,25022330B2,,
316,25022343B3,,
317,25023016B6,,
318,25023687B2,,
319,25023690B3,,
320,25023869B3,,
321,25023930B2,,
322,25023936B2,,
323,25023977B2,,
324,25024142B2,,
325,25024310B3,,
326,25024431B,,
327,25024688B2,,
328,25024698B4,,
329,25024709B2,,
330,25024732B2,,
331,25024855B3,,
332,25024878B3,,
333,25024982B2,,
334,25024983B2,,
335,25025083B2,,
336,25025096B2,,
337,25025102B2,,
338,25025251B,,
339,25025297B,,
340,25025506B,,
341,25025509B2,,
342,25025510B3,,
343,25025567B3,,
344,25025570B2,,
345,25025602B2,,
346,25025675B2,,
347,25025788B2,,
348,25025953B2,,
349,25026075B2,,
350,25026291B2,,
351,25026669B2,,
352,25026740B2,,
353,25027135B3,,
354,25027290B2,,
355,25017073B2,,
356,25018584B,,
357,25018592B,,
358,2490820B2,,
359,2490844B1,,
360,2490860B2,,
361,2490964B2,,
362,2490978B2,,
363,2491191B2,,
364,25001929B3,,
365,25001965B2,,
366,25001966B2,,
367,25002366B6,,
368,25002388B2,,
369,25002496B2,,
370,25002744B2,,
371,25002801B1,,
372,25002898B2,,
373,25009148B4,,
374,25009294B2,,
375,25009297B,,
376,25009367B2,,
377,25009529B2,,
378,25009539B3,,
379,25009747B,,
380,25009756B2,,
381,25015064B,,
382,2460615-B4,,
383,2460943-B3,,
384,2462468-B2,,
385,2462939-B,,
386,2476693-B3,,
387,2477926-B4,,
388,2482111-B2,,
389,2482883-B2,,
390,2483850-B2,,
391,2484791-B2,,
392,2485276-B3,,
393,2485632-B,,
394,2486102-B2,,
395,2487043-B,,
396,2487053-B2,,
397,2487063-B2,,
398,2487518-B,,
399,2488960-B2,,
400,2488987-B2,,
401,25012737B4,,
402,25013629B6,,
403,25013977B2,,
404,25014627B3,,
405,25015052B3,,
406,25015191B2,,
407,25015191B3,,
408,25015421B3,,
409,25015640B3,,
410,25015867B2,,
411,25016027B,,
412,25016031B2,,
413,25016827B2,,
414,25017341B3,,
415,25017342B2,,
416,25017355B4,,
417,25017499B,,
418,25017500B,,
419,25017730B2,,
420,25017923B,,
421,25017930B,,
422,25018478B2,,
423,25018956B3,,
424,25019273B,,
425,25019335B6,,
426,25019339B2,,
427,25019339B3,,
428,25019675B2,,
429,25019705B2,,
430,25020353B2,,
431,25020556B4,,
432,25020714B4,,
433,25020799B5,,
434,25021277B3,,
435,25021277B4,,
436,25021487B,,
437,25021665B2,,
438,25021672B,,
439,25021735B5,,
440,25021922B2,,
441,25022013B,,
442,25022584B3,,
443,25022613B2,,
444,25023174B2,,
445,25023687B3,,
446,25023687B4,,
447,25023846B4,,
448,25023935B2,,
449,25023961B2,,
450,25023972B3,,
451,25024254B2,,
452,25024855B4,,
453,25024982B1,,
454,25025076B,,
455,25025087B,,
456,25025097B,,
457,25025293B2,,
458,25025569B,,
459,25025954B3,,
460,25025975B2,,
461,25026144B2,,
462,25026285B2,,
463,25026499B3,,
464,25026782B3,,
465,25027131B2,,
466,25027181B2,,
467,25027181B3,,
468,25027181B4,,
469,25027181B6,,
470,25027193B,,
471,2491552B,,
472,2491579B,,
473,25009557B,,
474,25027636B2,,
475,25027723B4,,
476,25027770B,,
477,25028010B2,,
478,25028014B6,,
479,25028014B7,,
480,25028134B,,
481,25028151B3,,
482,25028186B2,,
483,25028210B2,,
484,25028514B,,
485,25028520B3,,
486,25028738B2,,
487,25028868B2,,
488,25029134B,,
489,25029425B2,,
490,25029425B3,,
491,25029425B,,
492,25029565B5,,
493,25029737B2,,
494,25030157B3,,
495,25030157B4,,
496,25030334B2,,
497,25030619B2,,
498,25030630B,,
499,25030750B2,,
500,25030988B4,,
501,25030998B2,,
502,25031267B2,,
503,25031281B2,,
504,25031302B,,
505,25031385B4,,
506,25031387B2,,
507,25031411B3,,
508,25031706B,,
509,25031706B2,,
510,25032179B3,,
511,25032245B2,,
512,25032360B2,,
513,25032788B4,,
514,25032789B2,,
515,25033169B1,,
516,25033447B4,,
517,25033486B,,
518,25033894B2,,
519,25034327B2,,
520,25034929B2,,
521,25034940B9,,
522,25034940B11,,
523,25034940B12,,
524,25035354B3,,
525,25035882B4,,
526,25036340B1,,
527,25036634B2,,
528,25041732B,,
529,25043600B3,,
530,25044694B,,
531,25045403B2,,
532,25045450B2,,
533,25045625B3,,
534,25045625B1,,
535,25045676B4,,
536,25045801B2,,
537,25045807B4,,
538,25045829B2,,
539,25046521B3,,
540,25046631B2,,
541,25047067B2,,
542,25047088B,,
543,25047538B2,,
544,25047835B3,,
545,25048256B2,,
546,25048669B2,,
547,25049999B2,,
548,25050326B,,
549,25050345B2,,
550,25050830B2,,
551,25050862B2,,
552,25050888B2,,
553,25050984B2,,
554,25051008B4,,
555,25051207B5,,
556,25052288B,,
557,25052316B,,
558,25054130B1,,
559,25054130B2,,
560,25054693B2,,
561,25055380B2,,
562,25055778B2,,
563,25055784B2,,
564,25055857B2,,
565,25057854B3,,
566,25057858B2,,
567,25057865B1,,
568,25058118B3,,
569,25058627B2,,
570,25058713B2,,
571,25059470B2,,
572,25059686B2,,
573,25060539B2,,
574,25062891B4,,
575,25063228B5,,
576,25063371B2,,
577,25063642B,,
578,25063642B2,,
579,25063700B,,
