,train,val,test
481,25028014B6,,
482,25028014B7,,
483,25028134B,,
484,25028147B3,,
485,25028186B2,,
486,25028210B2,,
487,25028520B3,,
488,25028738B2,,
489,25028868B2,,
490,25028879B3,,
491,25028885B2,,
492,25029179B,,
493,25029425B2,,
494,25029425B3,,
495,25029425B,,
496,25029560B2,,
497,25029737B2,,
498,25030118B2,,
499,25030157B4,,
500,25030334B2,,
501,25030750B2,,
502,25030988B4,,
503,25030998B2,,
504,25031267B2,,
505,25031271B2,,
506,25031281B2,,
507,25031385B4,,
508,25031387B2,,
509,25031411B3,,
510,25031706B2,,
511,25032245B2,,
512,25032360B2,,
513,25032788B4,,
514,25032789B2,,
515,25033178B4,,
516,25033447B4,,
517,25033482B2,,
518,25033486B,,
519,25033894B2,,
520,25034940B9,,
521,25034940B8,,
522,25034940B10,,
523,25034940B11,,
524,25035354B2,,
525,25035354B3,,
526,25035882B3,,
527,25036226B4,,
528,25036333B3,,
529,25041763B,,
530,25042465B3,,
531,25042830B2,,
532,25043600B3,,
533,25045403B,,
534,25045403B2,,
535,25045450B2,,
536,25045450B5,,
537,25045625B3,,
538,25045801B2,,
539,25045801B1,,
540,25045829B2,,
541,25047067B2,,
542,25047401B2,,
543,25047538B2,,
544,25047815B,,
545,25047835B3,,
546,25047844B2,,
547,25047972B2,,
548,25048633B2,,
549,25048669B2,,
550,25049669B3,,
551,25049966B2,,
552,25050326B,,
553,25050415B2,,
554,25050984B2,,
555,25051008B4,,
556,25051207B5,,
557,25052288B,,
558,25052316B,,
559,25053683B2,,
560,25054130B1,,
561,25054212B,,
562,25054489B3,,
563,25054693B2,,
564,25055380B2,,
565,25055778B2,,
566,25055784B2,,
567,25057854B3,,
568,25057856B2,,
569,25057858B2,,
570,25058118B3,,
571,25058627B2,,
572,25058746B4,,
573,25059470B2,,
574,25059686B2,,
575,25060539B2,,
576,25061727B2,,
577,25063228B5,,
578,25063371B2,,
579,25063642B,,
580,25063642B2,,
581,25063700B,,
